,index,image_path,steering,throttle
58,58,learning_images//58.jpeg,0.4245283,1.0
59,59,learning_images//59.jpeg,0.5566038,1.0
60,60,learning_images//60.jpeg,0.7452829,1.0
61,61,learning_images//61.jpeg,0.7452829,1.0
62,62,learning_images//62.jpeg,0.7830189,1.0
63,63,learning_images//63.jpeg,0.8113208,1.0
64,64,learning_images//64.jpeg,0.6037736,1.0
65,65,learning_images//65.jpeg,0.5660377,1.0
66,66,learning_images//66.jpeg,0.4905661,1.0
67,67,learning_images//67.jpeg,-0.04716982,1.0
68,68,learning_images//68.jpeg,-0.3962264,1.0
69,69,learning_images//69.jpeg,-0.7924529,1.0
70,70,learning_images//70.jpeg,-1.0,1.0
71,71,learning_images//71.jpeg,-1.0,1.0
72,72,learning_images//72.jpeg,-1.0,1.0
73,73,learning_images//73.jpeg,-1.0,1.0
74,74,learning_images//74.jpeg,-1.0,1.0
75,75,learning_images//75.jpeg,-1.0,1.0
76,76,learning_images//76.jpeg,-1.0,1.0
77,77,learning_images//77.jpeg,-0.990566,1.0
78,78,learning_images//78.jpeg,-0.6981132,1.0
79,79,learning_images//79.jpeg,-0.1886793,1.0
80,80,learning_images//80.jpeg,0.3490566,1.0
81,81,learning_images//81.jpeg,0.9339622,1.0
82,82,learning_images//82.jpeg,1.0,1.0
83,83,learning_images//83.jpeg,1.0,1.0
84,84,learning_images//84.jpeg,1.0,1.0
85,85,learning_images//85.jpeg,1.0,1.0
86,86,learning_images//86.jpeg,1.0,1.0
87,87,learning_images//87.jpeg,1.0,1.0
88,88,learning_images//88.jpeg,1.0,1.0
89,89,learning_images//89.jpeg,1.0,1.0
90,90,learning_images//90.jpeg,0.4056604,1.0
91,91,learning_images//91.jpeg,0.1698113,1.0
92,92,learning_images//92.jpeg,-0.3773585,1.0
93,93,learning_images//93.jpeg,-0.6415094,1.0
94,94,learning_images//94.jpeg,-0.7358491,1.0
95,95,learning_images//95.jpeg,-1.0,1.0
96,96,learning_images//96.jpeg,-1.0,1.0
97,97,learning_images//97.jpeg,-1.0,1.0
98,98,learning_images//98.jpeg,-1.0,1.0
99,99,learning_images//99.jpeg,-1.0,1.0
100,100,learning_images//100.jpeg,-1.0,1.0
101,101,learning_images//101.jpeg,-0.9811321,1.0
102,102,learning_images//102.jpeg,-0.5283019,1.0
103,103,learning_images//103.jpeg,-0.2735849,1.0
104,104,learning_images//104.jpeg,0.5283019,1.0
105,105,learning_images//105.jpeg,0.8396227,1.0
106,106,learning_images//106.jpeg,0.9433962,1.0
107,107,learning_images//107.jpeg,1.0,1.0
108,108,learning_images//108.jpeg,1.0,1.0
109,109,learning_images//109.jpeg,1.0,1.0
110,110,learning_images//110.jpeg,1.0,1.0
111,111,learning_images//111.jpeg,1.0,1.0
112,112,learning_images//112.jpeg,1.0,1.0
113,113,learning_images//113.jpeg,0.7830189,1.0
114,114,learning_images//114.jpeg,0.5283019,1.0
115,115,learning_images//115.jpeg,0.0,1.0
116,116,learning_images//116.jpeg,-0.8113208,1.0
117,117,learning_images//117.jpeg,-1.0,1.0
118,118,learning_images//118.jpeg,-1.0,1.0
119,119,learning_images//119.jpeg,-1.0,1.0
120,120,learning_images//120.jpeg,-1.0,1.0
121,121,learning_images//121.jpeg,-1.0,1.0
122,122,learning_images//122.jpeg,-1.0,1.0
123,123,learning_images//123.jpeg,-1.0,1.0
124,124,learning_images//124.jpeg,-1.0,1.0
125,125,learning_images//125.jpeg,-0.6037736,1.0
126,126,learning_images//126.jpeg,-0.4056604,1.0
127,127,learning_images//127.jpeg,-0.0754717,1.0
128,128,learning_images//128.jpeg,0.1792453,1.0
129,129,learning_images//129.jpeg,0.2924528,1.0
130,130,learning_images//130.jpeg,0.5471698,1.0
131,131,learning_images//131.jpeg,0.5471698,1.0
132,132,learning_images//132.jpeg,0.509434,1.0
133,133,learning_images//133.jpeg,0.3962264,1.0
134,134,learning_images//134.jpeg,0.01886792,1.0
135,135,learning_images//135.jpeg,-0.2264151,1.0
136,136,learning_images//136.jpeg,-0.5188679,1.0
137,137,learning_images//137.jpeg,-0.6320755,1.0
138,138,learning_images//138.jpeg,-0.6320755,1.0
139,139,learning_images//139.jpeg,-0.5566038,1.0
140,140,learning_images//140.jpeg,-0.3962264,1.0
141,141,learning_images//141.jpeg,-0.1320755,1.0
142,142,learning_images//142.jpeg,0.09433963,1.0
143,143,learning_images//143.jpeg,0.1981132,1.0
144,144,learning_images//144.jpeg,0.3679245,1.0
145,145,learning_images//145.jpeg,0.3679245,1.0
146,146,learning_images//146.jpeg,0.3301887,1.0
147,147,learning_images//147.jpeg,0.08490566,1.0
148,148,learning_images//148.jpeg,-0.009433962,1.0
149,149,learning_images//149.jpeg,-0.009433962,1.0
150,150,learning_images//150.jpeg,-0.009433962,1.0
151,151,learning_images//151.jpeg,0.0,1.0
152,152,learning_images//152.jpeg,0.0,1.0
153,153,learning_images//153.jpeg,-0.009433962,1.0
154,154,learning_images//154.jpeg,-0.1320755,1.0
155,155,learning_images//155.jpeg,-0.1415094,1.0
156,156,learning_images//156.jpeg,-0.1509434,1.0
157,157,learning_images//157.jpeg,-0.4150943,1.0
158,158,learning_images//158.jpeg,-0.4245283,1.0
159,159,learning_images//159.jpeg,-0.1792453,1.0
160,160,learning_images//160.jpeg,-0.05660377,1.0
161,161,learning_images//161.jpeg,0.6981132,1.0
162,162,learning_images//162.jpeg,0.8490566,1.0
163,163,learning_images//163.jpeg,1.0,1.0
164,164,learning_images//164.jpeg,1.0,1.0
165,165,learning_images//165.jpeg,0.990566,1.0
166,166,learning_images//166.jpeg,0.5566038,1.0
167,167,learning_images//167.jpeg,0.2735849,1.0
168,168,learning_images//168.jpeg,-0.2735849,1.0
169,169,learning_images//169.jpeg,-0.5754717,1.0
170,170,learning_images//170.jpeg,-1.0,1.0
171,171,learning_images//171.jpeg,-1.0,1.0
172,172,learning_images//172.jpeg,-1.0,1.0
173,173,learning_images//173.jpeg,-1.0,1.0
174,174,learning_images//174.jpeg,-1.0,1.0
175,175,learning_images//175.jpeg,-1.0,1.0
176,176,learning_images//176.jpeg,-1.0,1.0
177,177,learning_images//177.jpeg,-0.6603773,1.0
178,178,learning_images//178.jpeg,0.3867925,1.0
179,179,learning_images//179.jpeg,0.6698113,1.0
180,180,learning_images//180.jpeg,0.8490566,1.0
181,181,learning_images//181.jpeg,1.0,1.0
182,182,learning_images//182.jpeg,1.0,1.0
183,183,learning_images//183.jpeg,1.0,1.0
184,184,learning_images//184.jpeg,1.0,1.0
185,185,learning_images//185.jpeg,1.0,1.0
186,186,learning_images//186.jpeg,1.0,1.0
187,187,learning_images//187.jpeg,1.0,1.0
188,188,learning_images//188.jpeg,0.3679245,1.0
189,189,learning_images//189.jpeg,0.2169811,1.0
190,190,learning_images//190.jpeg,-0.1886793,1.0
191,191,learning_images//191.jpeg,-0.3867925,1.0
192,192,learning_images//192.jpeg,-0.7641509,1.0
193,193,learning_images//193.jpeg,-0.8962264,1.0
194,194,learning_images//194.jpeg,-1.0,1.0
195,195,learning_images//195.jpeg,-1.0,1.0
196,196,learning_images//196.jpeg,-1.0,1.0
197,197,learning_images//197.jpeg,-1.0,1.0
198,198,learning_images//198.jpeg,-0.7169811,1.0
199,199,learning_images//199.jpeg,-0.3113208,1.0
200,200,learning_images//200.jpeg,0.8773585,1.0
201,201,learning_images//201.jpeg,1.0,1.0
202,202,learning_images//202.jpeg,1.0,1.0
203,203,learning_images//203.jpeg,1.0,1.0
204,204,learning_images//204.jpeg,1.0,1.0
205,205,learning_images//205.jpeg,1.0,1.0
206,206,learning_images//206.jpeg,1.0,1.0
207,207,learning_images//207.jpeg,1.0,1.0
208,208,learning_images//208.jpeg,0.8584906,1.0
209,209,learning_images//209.jpeg,0.509434,1.0
210,210,learning_images//210.jpeg,0.2358491,1.0
211,211,learning_images//211.jpeg,-0.1037736,1.0
212,212,learning_images//212.jpeg,-0.8301887,1.0
213,213,learning_images//213.jpeg,-1.0,1.0
214,214,learning_images//214.jpeg,-1.0,1.0
215,215,learning_images//215.jpeg,-1.0,1.0
216,216,learning_images//216.jpeg,-1.0,1.0
217,217,learning_images//217.jpeg,-1.0,1.0
218,218,learning_images//218.jpeg,-1.0,1.0
219,219,learning_images//219.jpeg,-1.0,1.0
220,220,learning_images//220.jpeg,-1.0,1.0
221,221,learning_images//221.jpeg,-1.0,1.0
222,222,learning_images//222.jpeg,0.2735849,1.0
223,223,learning_images//223.jpeg,0.4528302,1.0
224,224,learning_images//224.jpeg,1.0,1.0
225,225,learning_images//225.jpeg,1.0,1.0
226,226,learning_images//226.jpeg,1.0,1.0
227,227,learning_images//227.jpeg,1.0,1.0
228,228,learning_images//228.jpeg,1.0,1.0
229,229,learning_images//229.jpeg,1.0,1.0
230,230,learning_images//230.jpeg,1.0,1.0
231,231,learning_images//231.jpeg,1.0,1.0
232,232,learning_images//232.jpeg,1.0,1.0
233,233,learning_images//233.jpeg,1.0,1.0
234,234,learning_images//234.jpeg,0.4528302,1.0
235,235,learning_images//235.jpeg,0.1415094,1.0
236,236,learning_images//236.jpeg,-0.3301887,1.0
237,237,learning_images//237.jpeg,-0.8396227,1.0
238,238,learning_images//238.jpeg,-1.0,1.0
239,239,learning_images//239.jpeg,-1.0,1.0
240,240,learning_images//240.jpeg,-1.0,1.0
241,241,learning_images//241.jpeg,-1.0,1.0
242,242,learning_images//242.jpeg,-1.0,1.0
243,243,learning_images//243.jpeg,-1.0,1.0
244,244,learning_images//244.jpeg,-1.0,1.0
245,245,learning_images//245.jpeg,-0.4245283,1.0
246,246,learning_images//246.jpeg,0.3018868,1.0
247,247,learning_images//247.jpeg,0.6698113,1.0
248,248,learning_images//248.jpeg,1.0,1.0
249,249,learning_images//249.jpeg,1.0,1.0
250,250,learning_images//250.jpeg,1.0,1.0
251,251,learning_images//251.jpeg,1.0,1.0
252,252,learning_images//252.jpeg,1.0,1.0
253,253,learning_images//253.jpeg,1.0,1.0
254,254,learning_images//254.jpeg,1.0,1.0
255,255,learning_images//255.jpeg,0.2924528,1.0
256,256,learning_images//256.jpeg,-0.2924528,1.0
257,257,learning_images//257.jpeg,-1.0,1.0
258,258,learning_images//258.jpeg,-1.0,1.0
259,259,learning_images//259.jpeg,-1.0,1.0
260,260,learning_images//260.jpeg,-1.0,1.0
261,261,learning_images//261.jpeg,-1.0,1.0
262,262,learning_images//262.jpeg,-1.0,1.0
263,263,learning_images//263.jpeg,-1.0,1.0
264,264,learning_images//264.jpeg,-1.0,1.0
265,265,learning_images//265.jpeg,-0.6320755,1.0
266,266,learning_images//266.jpeg,0.1415094,1.0
267,267,learning_images//267.jpeg,0.7830189,1.0
268,268,learning_images//268.jpeg,1.0,1.0
269,269,learning_images//269.jpeg,1.0,1.0
270,270,learning_images//270.jpeg,1.0,1.0
271,271,learning_images//271.jpeg,1.0,1.0
272,272,learning_images//272.jpeg,1.0,1.0
273,273,learning_images//273.jpeg,1.0,1.0
274,274,learning_images//274.jpeg,1.0,1.0
275,275,learning_images//275.jpeg,1.0,1.0
276,276,learning_images//276.jpeg,1.0,1.0
277,277,learning_images//277.jpeg,0.4716981,1.0
278,278,learning_images//278.jpeg,-0.3490566,1.0
279,279,learning_images//279.jpeg,-1.0,1.0
280,280,learning_images//280.jpeg,-1.0,1.0
281,281,learning_images//281.jpeg,-1.0,1.0
282,282,learning_images//282.jpeg,-1.0,1.0
283,283,learning_images//283.jpeg,-1.0,1.0
284,284,learning_images//284.jpeg,-1.0,1.0
285,285,learning_images//285.jpeg,-1.0,1.0
286,286,learning_images//286.jpeg,-1.0,1.0
287,287,learning_images//287.jpeg,-1.0,1.0
288,288,learning_images//288.jpeg,-1.0,1.0
289,289,learning_images//289.jpeg,-0.7452829,1.0
290,290,learning_images//290.jpeg,-0.1509434,1.0
291,291,learning_images//291.jpeg,0.2924528,1.0
292,292,learning_images//292.jpeg,0.6320755,1.0
293,293,learning_images//293.jpeg,1.0,1.0
294,294,learning_images//294.jpeg,1.0,1.0
295,295,learning_images//295.jpeg,1.0,1.0
296,296,learning_images//296.jpeg,1.0,1.0
297,297,learning_images//297.jpeg,1.0,1.0
298,298,learning_images//298.jpeg,1.0,1.0
299,299,learning_images//299.jpeg,1.0,1.0
300,300,learning_images//300.jpeg,0.7264151,1.0
301,301,learning_images//301.jpeg,-0.3207547,1.0
302,302,learning_images//302.jpeg,-0.8867924,1.0
303,303,learning_images//303.jpeg,-1.0,1.0
304,304,learning_images//304.jpeg,-1.0,1.0
305,305,learning_images//305.jpeg,-1.0,1.0
306,306,learning_images//306.jpeg,-1.0,1.0
307,307,learning_images//307.jpeg,-1.0,1.0
308,308,learning_images//308.jpeg,-0.7924529,1.0
309,309,learning_images//309.jpeg,-0.3679245,1.0
310,310,learning_images//310.jpeg,0.2264151,1.0
311,311,learning_images//311.jpeg,0.3396226,1.0
312,312,learning_images//312.jpeg,0.9433962,1.0
313,313,learning_images//313.jpeg,1.0,1.0
314,314,learning_images//314.jpeg,1.0,1.0
315,315,learning_images//315.jpeg,1.0,1.0
316,316,learning_images//316.jpeg,0.7075471,1.0
317,317,learning_images//317.jpeg,-0.7830189,1.0
318,318,learning_images//318.jpeg,-1.0,1.0
319,319,learning_images//319.jpeg,-1.0,1.0
320,320,learning_images//320.jpeg,-1.0,1.0
321,321,learning_images//321.jpeg,-1.0,1.0
322,322,learning_images//322.jpeg,-1.0,1.0
323,323,learning_images//323.jpeg,-1.0,1.0
324,324,learning_images//324.jpeg,-1.0,1.0
325,325,learning_images//325.jpeg,-0.9811321,1.0
326,326,learning_images//326.jpeg,-0.5660377,1.0
327,327,learning_images//327.jpeg,-0.2924528,1.0
328,328,learning_images//328.jpeg,0.1698113,1.0
329,329,learning_images//329.jpeg,0.7830189,1.0
330,330,learning_images//330.jpeg,1.0,1.0
331,331,learning_images//331.jpeg,1.0,1.0
332,332,learning_images//332.jpeg,1.0,1.0
333,333,learning_images//333.jpeg,1.0,1.0
334,334,learning_images//334.jpeg,1.0,1.0
335,335,learning_images//335.jpeg,1.0,1.0
336,336,learning_images//336.jpeg,1.0,1.0
337,337,learning_images//337.jpeg,0.2641509,1.0
338,338,learning_images//338.jpeg,-0.3113208,1.0
339,339,learning_images//339.jpeg,-0.9528302,1.0
340,340,learning_images//340.jpeg,-1.0,1.0
341,341,learning_images//341.jpeg,-1.0,1.0
342,342,learning_images//342.jpeg,-1.0,1.0
343,343,learning_images//343.jpeg,-1.0,1.0
344,344,learning_images//344.jpeg,-1.0,1.0
345,345,learning_images//345.jpeg,-1.0,1.0
346,346,learning_images//346.jpeg,-1.0,1.0
347,347,learning_images//347.jpeg,-0.3396226,1.0
348,348,learning_images//348.jpeg,0.5188679,1.0
349,349,learning_images//349.jpeg,1.0,1.0
350,350,learning_images//350.jpeg,1.0,1.0
351,351,learning_images//351.jpeg,1.0,1.0
352,352,learning_images//352.jpeg,1.0,1.0
353,353,learning_images//353.jpeg,1.0,1.0
354,354,learning_images//354.jpeg,1.0,1.0
355,355,learning_images//355.jpeg,1.0,1.0
356,356,learning_images//356.jpeg,1.0,1.0
357,357,learning_images//357.jpeg,1.0,1.0
358,358,learning_images//358.jpeg,0.7641509,1.0
359,359,learning_images//359.jpeg,-0.7924529,1.0
360,360,learning_images//360.jpeg,-1.0,1.0
361,361,learning_images//361.jpeg,-1.0,1.0
362,362,learning_images//362.jpeg,-1.0,1.0
363,363,learning_images//363.jpeg,-1.0,1.0
364,364,learning_images//364.jpeg,-1.0,1.0
365,365,learning_images//365.jpeg,-1.0,1.0
366,366,learning_images//366.jpeg,-1.0,1.0
367,367,learning_images//367.jpeg,-1.0,1.0
368,368,learning_images//368.jpeg,-1.0,1.0
369,369,learning_images//369.jpeg,-1.0,1.0
370,370,learning_images//370.jpeg,-1.0,1.0
371,371,learning_images//371.jpeg,-0.9622642,1.0
372,372,learning_images//372.jpeg,-0.254717,1.0
373,373,learning_images//373.jpeg,0.6981132,1.0
374,374,learning_images//374.jpeg,1.0,1.0
375,375,learning_images//375.jpeg,1.0,1.0
376,376,learning_images//376.jpeg,1.0,1.0
377,377,learning_images//377.jpeg,1.0,1.0
378,378,learning_images//378.jpeg,1.0,1.0
379,379,learning_images//379.jpeg,1.0,1.0
380,380,learning_images//380.jpeg,1.0,1.0
381,381,learning_images//381.jpeg,1.0,1.0
382,382,learning_images//382.jpeg,1.0,1.0
383,383,learning_images//383.jpeg,0.3867925,1.0
384,384,learning_images//384.jpeg,-0.3679245,1.0
385,385,learning_images//385.jpeg,-1.0,1.0
386,386,learning_images//386.jpeg,-1.0,1.0
387,387,learning_images//387.jpeg,-1.0,1.0
388,388,learning_images//388.jpeg,-1.0,1.0
389,389,learning_images//389.jpeg,-1.0,1.0
390,390,learning_images//390.jpeg,-1.0,1.0
391,391,learning_images//391.jpeg,-1.0,1.0
392,392,learning_images//392.jpeg,-0.8490566,1.0
393,393,learning_images//393.jpeg,0.3490566,1.0
394,394,learning_images//394.jpeg,1.0,1.0
395,395,learning_images//395.jpeg,1.0,1.0
396,396,learning_images//396.jpeg,1.0,1.0
397,397,learning_images//397.jpeg,1.0,1.0
398,398,learning_images//398.jpeg,1.0,1.0
399,399,learning_images//399.jpeg,1.0,1.0
400,400,learning_images//400.jpeg,1.0,1.0
401,401,learning_images//401.jpeg,1.0,1.0
402,402,learning_images//402.jpeg,0.8962264,1.0
403,403,learning_images//403.jpeg,-0.1981132,1.0
404,404,learning_images//404.jpeg,-0.6037736,1.0
405,405,learning_images//405.jpeg,-1.0,1.0
406,406,learning_images//406.jpeg,-1.0,1.0
407,407,learning_images//407.jpeg,-1.0,1.0
408,408,learning_images//408.jpeg,-1.0,1.0
409,409,learning_images//409.jpeg,-1.0,1.0
410,410,learning_images//410.jpeg,-1.0,1.0
411,411,learning_images//411.jpeg,-1.0,1.0
412,412,learning_images//412.jpeg,-0.2641509,1.0
413,413,learning_images//413.jpeg,1.0,1.0
414,414,learning_images//414.jpeg,1.0,1.0
415,415,learning_images//415.jpeg,1.0,1.0
416,416,learning_images//416.jpeg,1.0,1.0
417,417,learning_images//417.jpeg,1.0,1.0
418,418,learning_images//418.jpeg,0.7169811,1.0
419,419,learning_images//419.jpeg,-0.4245283,1.0
420,420,learning_images//420.jpeg,-0.7075471,1.0
421,421,learning_images//421.jpeg,-0.7075471,1.0
422,422,learning_images//422.jpeg,-0.7735849,1.0
423,423,learning_images//423.jpeg,-0.7358491,1.0
424,424,learning_images//424.jpeg,-0.1886793,1.0
425,425,learning_images//425.jpeg,0.2830189,1.0
426,426,learning_images//426.jpeg,0.5377358,1.0
427,427,learning_images//427.jpeg,0.6603773,1.0
428,428,learning_images//428.jpeg,0.6603773,1.0
429,429,learning_images//429.jpeg,0.009433962,1.0
430,430,learning_images//430.jpeg,-0.4716981,1.0
431,431,learning_images//431.jpeg,-0.4905661,1.0
432,432,learning_images//432.jpeg,-0.3301887,1.0
433,433,learning_images//433.jpeg,-0.2735849,1.0
434,434,learning_images//434.jpeg,-0.03773585,1.0
435,435,learning_images//435.jpeg,0.7924529,1.0
436,436,learning_images//436.jpeg,0.8679245,1.0
437,437,learning_images//437.jpeg,0.9622642,1.0
438,438,learning_images//438.jpeg,0.7358491,1.0
439,439,learning_images//439.jpeg,-0.4716981,1.0
440,440,learning_images//440.jpeg,-0.9433962,1.0
441,441,learning_images//441.jpeg,-1.0,1.0
442,442,learning_images//442.jpeg,-1.0,1.0
443,443,learning_images//443.jpeg,-1.0,1.0
444,444,learning_images//444.jpeg,-0.8867924,1.0
445,445,learning_images//445.jpeg,-0.5849057,1.0
446,446,learning_images//446.jpeg,0.2264151,1.0
447,447,learning_images//447.jpeg,0.7547171,1.0
448,448,learning_images//448.jpeg,1.0,1.0
449,449,learning_images//449.jpeg,1.0,1.0
450,450,learning_images//450.jpeg,1.0,1.0
451,451,learning_images//451.jpeg,1.0,1.0
452,452,learning_images//452.jpeg,1.0,1.0
453,453,learning_images//453.jpeg,1.0,1.0
454,454,learning_images//454.jpeg,0.3018868,1.0
455,455,learning_images//455.jpeg,-0.1981132,1.0
456,456,learning_images//456.jpeg,-0.7169811,1.0
457,457,learning_images//457.jpeg,-0.9622642,1.0
458,458,learning_images//458.jpeg,-1.0,1.0
459,459,learning_images//459.jpeg,-1.0,1.0
460,460,learning_images//460.jpeg,-1.0,1.0
461,461,learning_images//461.jpeg,-1.0,1.0
462,462,learning_images//462.jpeg,-1.0,1.0
463,463,learning_images//463.jpeg,-1.0,1.0
464,464,learning_images//464.jpeg,-1.0,1.0
465,465,learning_images//465.jpeg,-0.2641509,1.0
466,466,learning_images//466.jpeg,0.509434,1.0
467,467,learning_images//467.jpeg,0.9433962,1.0
468,468,learning_images//468.jpeg,1.0,1.0
469,469,learning_images//469.jpeg,1.0,1.0
470,470,learning_images//470.jpeg,1.0,1.0
471,471,learning_images//471.jpeg,1.0,1.0
472,472,learning_images//472.jpeg,1.0,1.0
473,473,learning_images//473.jpeg,1.0,1.0
474,474,learning_images//474.jpeg,1.0,1.0
475,475,learning_images//475.jpeg,1.0,1.0
476,476,learning_images//476.jpeg,0.8113208,1.0
477,477,learning_images//477.jpeg,-0.4150943,1.0
478,478,learning_images//478.jpeg,-0.9150943,1.0
479,479,learning_images//479.jpeg,-1.0,1.0
480,480,learning_images//480.jpeg,-1.0,1.0
481,481,learning_images//481.jpeg,-1.0,1.0
482,482,learning_images//482.jpeg,-1.0,1.0
483,483,learning_images//483.jpeg,-1.0,1.0
484,484,learning_images//484.jpeg,-1.0,1.0
485,485,learning_images//485.jpeg,-1.0,1.0
486,486,learning_images//486.jpeg,-1.0,1.0
487,487,learning_images//487.jpeg,-0.5,1.0
488,488,learning_images//488.jpeg,0.245283,1.0
489,489,learning_images//489.jpeg,0.5849057,1.0
490,490,learning_images//490.jpeg,1.0,1.0
491,491,learning_images//491.jpeg,1.0,1.0
492,492,learning_images//492.jpeg,1.0,1.0
493,493,learning_images//493.jpeg,1.0,1.0
494,494,learning_images//494.jpeg,1.0,1.0
495,495,learning_images//495.jpeg,0.8773585,1.0
496,496,learning_images//496.jpeg,-0.06603774,1.0
497,497,learning_images//497.jpeg,-1.0,1.0
498,498,learning_images//498.jpeg,-1.0,1.0
499,499,learning_images//499.jpeg,-1.0,1.0
500,500,learning_images//500.jpeg,-1.0,1.0
501,501,learning_images//501.jpeg,-1.0,1.0
502,502,learning_images//502.jpeg,-1.0,1.0
503,503,learning_images//503.jpeg,-1.0,1.0
504,504,learning_images//504.jpeg,-1.0,1.0
505,505,learning_images//505.jpeg,-0.6226415,1.0
506,506,learning_images//506.jpeg,-0.1037736,1.0
507,507,learning_images//507.jpeg,0.4056604,1.0
508,508,learning_images//508.jpeg,0.5471698,1.0
509,509,learning_images//509.jpeg,1.0,1.0
510,510,learning_images//510.jpeg,1.0,1.0
511,511,learning_images//511.jpeg,1.0,1.0
512,512,learning_images//512.jpeg,1.0,1.0
513,513,learning_images//513.jpeg,1.0,1.0
514,514,learning_images//514.jpeg,1.0,1.0
515,515,learning_images//515.jpeg,0.6981132,1.0
516,516,learning_images//516.jpeg,-0.4716981,1.0
517,517,learning_images//517.jpeg,-1.0,1.0
518,518,learning_images//518.jpeg,-1.0,1.0
519,519,learning_images//519.jpeg,-1.0,1.0
520,520,learning_images//520.jpeg,-1.0,1.0
521,521,learning_images//521.jpeg,-1.0,1.0
522,522,learning_images//522.jpeg,-1.0,1.0
523,523,learning_images//523.jpeg,-1.0,1.0
524,524,learning_images//524.jpeg,-1.0,1.0
525,525,learning_images//525.jpeg,-1.0,1.0
526,526,learning_images//526.jpeg,-1.0,1.0
527,527,learning_images//527.jpeg,-0.7169811,1.0
528,528,learning_images//528.jpeg,-0.1226415,1.0
529,529,learning_images//529.jpeg,0.5283019,1.0
530,530,learning_images//530.jpeg,0.9150943,1.0
531,531,learning_images//531.jpeg,1.0,1.0
532,532,learning_images//532.jpeg,1.0,1.0
533,533,learning_images//533.jpeg,1.0,1.0
534,534,learning_images//534.jpeg,1.0,1.0
535,535,learning_images//535.jpeg,1.0,1.0
536,536,learning_images//536.jpeg,1.0,1.0
537,537,learning_images//537.jpeg,0.9622642,1.0
538,538,learning_images//538.jpeg,0.5283019,1.0
539,539,learning_images//539.jpeg,-0.2169811,1.0
540,540,learning_images//540.jpeg,-0.8867924,1.0
541,541,learning_images//541.jpeg,-1.0,1.0
542,542,learning_images//542.jpeg,-1.0,1.0
543,543,learning_images//543.jpeg,-1.0,1.0
544,544,learning_images//544.jpeg,-1.0,1.0
545,545,learning_images//545.jpeg,-1.0,1.0
546,546,learning_images//546.jpeg,-1.0,1.0
547,547,learning_images//547.jpeg,-0.8773585,1.0
548,548,learning_images//548.jpeg,0.6320755,1.0
